	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
30-14	177	4	RED_8	3248	0	MULANS_CHINA_4	WINNIE_THE_POOH::FALSE,SOULLESS_GLASS_CANNON_F,SOULLESS_SPLASH_N,SOULLESS_CACTUS_N	GERALD_MARLIN_NEMO:INVINCIBLE:FALSE,SOULLESS_GLASS_CANNON_F,JASMINE:RAJAH_SKILL1:FALSE,SOULLESS_DINOSAUR_F,SOULLESS_SWORD_F	[boss]MAUI,ELASTIGIRL::FALSE,HECTOR_BARBOSSA:STUDY:FALSE,TIGGER:KNOCKBACK,DUKE_CABOOM,FLYNN_RIDER:CHARM	SHARD_BADGE_OF_AGILITY,SHARD_BEANSTALK,SHARD_WATER_MUSIC	SHARD_BULLIES_ARE_GROSS,SHARD_REEL_SHEPHERDS_JOURNAL,SHARD_ENTHUSIASTIC_DISHWARE	
30-15	178	4	RED_8	3248	0	MULANS_CHINA_5	SULLEY::FALSE,SOULLESS_BRUTE,MERIDA::FALSE,LINGUINI_AND_REMY::FALSE	SOULLESS_GHOUL_F,MOANA::FALSE,MERIDA::FALSE,VANELLOPE::FALSE,LINGUINI_AND_REMY:HARDY:FALSE	[boss]SALLY:REALITY,HADES:DOT,BAYMAX:FREEZE,ELASTIGIRL:BACKLINE,QUEEN_OF_HEARTS:STUN,MEGAVOLT:CONTROL_COUNTER	SHARD_WATER_MUSIC,SHARD_DUCKCYCLE,SHARD_BADGE_OF_AGILITY	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_SAFARI_HAT,SHARD_BULLIES_ARE_GROSS	
30-16	178	4	RED_8	3248	1	MULANS_CHINA_6	SOULLESS_GHOUL_F,SCAR::FALSE,HECTOR_BARBOSSA::FALSE,GENIE::FALSE	SHANK:ARMOR:FALSE,MADAM_MIM::FALSE,STITCH:SLOW:FALSE,MIKE::FALSE,TRON::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,SOULLESS_TURRET,ROBIN_HOOD:CONTROL:FALSE,STITCH:BITE,RANDALL_BOGGS,GENIE::FALSE	SHARD_CHEESY_HIDEOUT,SHARD_DUCKCYCLE,SHARD_BADGE_OF_AGILITY	SHARD_NEW_CAR_SMELL,SHARD_SAFARI_HAT,SHARD_BULLIES_ARE_GROSS	
30-17	179	4	RED_8	3248	0	MULANS_CHINA_7	BAYMAX::FALSE,NICK_WILDE::FALSE,DONALD_DUCK::FALSE,MAGICA_DE_SPELL::FALSE	SALLY::FALSE,BAYMAX::FALSE,OLAF::FALSE,RANDALL_BOGGS:DODGE,MAGICA_DE_SPELL::FALSE	[boss]GOOFY:BLIND,KIDA:ENERGY,COLETTE:SKILL1_BUFF,HANK_AND_DORY:DISABLE,POWERLINE:BLIND:FALSE,MULAN:KNOCKBACK	SHARD_SMOOTH_JAZZ,SHARD_DUCKCYCLE,SHARD_BADGE_OF_AGILITY	SHARD_REEL_ON_A_ROLL,SHARD_SAFARI_HAT,SHARD_BULLIES_ARE_GROSS	
30-18	179	4	RED_8	3248	0	MULANS_CHINA_8	OLAF::FALSE,SOULLESS_MAGE_F,VANELLOPE::FALSE,POWERLINE::FALSE	SALLY,SHANK::FALSE,SOULLESS_DINOSAUR_F,FLYNN_RIDER::FALSE,LAUNCHPAD_MCQUACK:FANTASTIC:FALSE	[boss]OOGIE_BOOGIE:POWER,SOULLESS_TURRET,SHAN_YU:SHIELD:FALSE,MERIDA:FIRE,DUCKY_AND_BUNNY,POWERLINE::FALSE	SHARD_BADGE_OF_AGILITY,SHARD_BEANSTALK,SHARD_SMOOTH_JAZZ	SHARD_BULLIES_ARE_GROSS,SHARD_UNBEWEAVEABLE_RETURNS,SHARD_REEL_ON_A_ROLL	
30-19	180	4	RED_8	3248	1	MULANS_CHINA_9	SOULLESS_BRUTE,MADAM_MIM::FALSE,SOULLESS_CACTUS_N,JAFAR::FALSE	GONZO,MERIDA:ICE:FALSE,ELASTIGIRL::FALSE,SIMBA_AND_NALA:SILENCE,ANGER::FALSE	[boss]URSULA:ENERGY,MEGARA:INVINCIBLE,RAPUNZEL:SHIELD_COUNTER,KRISTOFF_AND_SVEN:MOST_WANTED,MULAN:HEAL_ON_CRIT,GENIE:FREEZE	SHARD_WHAT_A_VIEW,SHARD_BEANSTALK,SHARD_SMOOTH_JAZZ	SHARD_REEL_LUCKY_EGG,SHARD_UNBEWEAVEABLE_RETURNS,SHARD_REEL_ON_A_ROLL	
31-1	175	4	RED_9	3248	1	CITY_ROOFTOPS_14	SHANK::FALSE,BO_PEEP::FALSE,SOULLESS_MAGE_F,LINGUINI_AND_REMY::FALSE	CHIEF_BOGO::FALSE,BAYMAX::FALSE,TIGGER:ENERGY:FALSE,NICK_WILDE::FALSE,MICKEY_MOUSE::FALSE	[boss]EEYORE:DISABLE_STUN,EMPEROR_ZURG:TANK_COUNTER,RANDALL_BOGGS:TRUE_DMG,JACK_SKELLINGTON:DUCK,DR_FACILIER:SKILL1_BUFF,HANK_AND_DORY:HARDY	SHARD_COFFEE_VOID,SHARD_OWL_CREST,SHARD_LITTLE_HELPER	SHARD_NO_LLAMAS,SHARD_SPILT_MILK,SHARD_REEL_GUMMIBEARY_JUICE	
31-2	176	4	RED_9	3248	0	CITY_ROOFTOPS_15	CHIEF_BOGO::FALSE,MOANA::FALSE,MIKE::FALSE,URSULA::FALSE	HADES::FALSE,GOOFY::FALSE,WINNIE_THE_POOH::FALSE,ALADDIN:SPEED,SOULLESS_SPIDER_SUPPORT	[boss]WINNIE_THE_POOH:HEALING,GONZO:SPEED_COUNTER,JACK_SKELLINGTON:DOT,ELSA:FREEZE,SHAN_YU:STUDY,POWERLINE:BLIND	SHARD_MELODYS_NECKLACE,SHARD_OWL_CREST,SHARD_LITTLE_HELPER	SHARD_GIGANTIC_PEACH,SHARD_SPILT_MILK,SHARD_REEL_GUMMIBEARY_JUICE	
31-3	176	4	RED_9	3248	0	CITY_ROOFTOPS_2	OOGIE_BOOGIE::FALSE,SHAN_YU::FALSE,KRISTOFF_AND_SVEN::FALSE,JOY::FALSE	GONZO,KIDA:SKILL1_BUFF:FALSE,SHAN_YU::FALSE,QUORRA:CRIT,ELASTIGIRL::FALSE	[boss]SULLEY:TEAM_HEAL,SCROOGE_MCDUCK:PULL_STUN,MEGAVOLT:CONTROL_COUNTER,MALEFICENT:DRAIN,MERLIN:INVISIBLE,SYNDROME:STUDY	SHARD_OWL_CREST,SHARD_MARIGOLD_PETAL,SHARD_MELODYS_NECKLACE	SHARD_REEL_GUMMIBEARY_JUICE,SHARD_ESCAPE_PLAN,SHARD_GIGANTIC_PEACH	
31-4	177	4	RED_9	3248	1	CITY_ROOFTOPS_3	BO_PEEP::FALSE,OOGIE_BOOGIE::FALSE,SOULLESS_GLASS_CANNON_N,SOULLESS_MAGE_F	HERCULES::FALSE,ANGER::FALSE,SOULLESS_AUTOTURRET,ELASTIGIRL::FALSE,HUEY_DEWEY_LOUIE:BEAR_TRAP:FALSE	[boss]OOGIE_BOOGIE:POWER,WINNIE_THE_POOH:HEALING,SIMBA_AND_NALA:SILENCE,JACK_SKELLINGTON:DUCK,JACK_SPARROW:HP,DARKWING_DUCK:SHIELD	SHARD_SCREENSLAVER,SHARD_MARIGOLD_PETAL,SHARD_MELODYS_NECKLACE	REEL_BADGE_OF_GIRTH,SHARD_ESCAPE_PLAN,SHARD_GIGANTIC_PEACH	
31-5	177	4	RED_9	3248	0	CITY_ROOFTOPS_1	HERCULES::FALSE,SHANK::FALSE,JACK_JACK::FALSE,DASH::FALSE	SALLY::FALSE,ROBIN_HOOD:CONTROL:FALSE,MISS_PIGGY:KNOCK_BACK,SOULLESS_MAGE_F,MALEFICENT::FALSE	[boss]SULLEY:TEAM_HEAL,SHAN_YU:SHIELD,ROBIN_HOOD:CONTROL,MEGAVOLT:CONTROL_COUNTER,STITCH:SLOW,FINNICK:VAN	SHARD_DONT_BAT_AN_EYE,SHARD_MARIGOLD_PETAL,SHARD_MELODYS_NECKLACE	SHARD_GEORGETTES_BOWL,SHARD_ESCAPE_PLAN,SHARD_GIGANTIC_PEACH	
31-6	178	4	RED_9	3248	0	CITY_ROOFTOPS_12	FELIX::FALSE,MERIDA::FALSE,MERLIN::FALSE,LINGUINI_AND_REMY::FALSE	CHIEF_BOGO::FALSE,GOOFY::FALSE,SOULLESS_GHOUL_F,ELASTIGIRL:BACKLINE,JAFAR::FALSE	[boss]SALLY:REALITY,SIMBA_AND_NALA:SILENCE,SCAR:SPEED,MADAM_MIM:DAMAGE,RAPUNZEL:SHIELD_COUNTER,POWERLINE:DEBUFF_CLEAR	SHARD_MELODYS_NECKLACE,SHARD_OWL_CREST,SHARD_DONT_BAT_AN_EYE	SHARD_GIGANTIC_PEACH,SHARD_REEL_OO_DE_LALLY_ARROWS,SHARD_GEORGETTES_BOWL	
31-7	178	4	RED_9	3248	1	CITY_ROOFTOPS_7	SALLY::FALSE,CHIEF_BOGO::FALSE,HECTOR_BARBOSSA::FALSE,MICKEY_MOUSE::FALSE	SULLEY:TEAM_HEAL:FALSE,CALHOUN::FALSE,SCROOGE_MCDUCK,HECTOR_BARBOSSA::FALSE,VANELLOPE::FALSE	[boss]MULAN:HEAL_ON_CRIT,SHAN_YU:SHIELD,MUSHU:CRIT,LI_SHANG:SILENCE,BAYMAX:FREEZE,POWERLINE:BLIND	SHARD_PREHISTORIC_RODENTS,SHARD_OWL_CREST,SHARD_DONT_BAT_AN_EYE	SHARD_TOUR_BUS,SHARD_REEL_OO_DE_LALLY_ARROWS,SHARD_GEORGETTES_BOWL	
31-8	179	4	RED_9	3248	0	CITY_ROOFTOPS_6	BO_PEEP::FALSE,SHANK::FALSE,STITCH::FALSE,TIA_DALMA::FALSE	GOOFY:BLIND:FALSE,SOULLESS_BUG_N,KIDA,VANELLOPE::FALSE,NICK_WILDE::FALSE	[boss]SULLEY:TEAM_HEAL,ROBIN_HOOD:CONTROL,MOANA:JUMP,CAPTAIN_HOOK:SAP,HANK_AND_DORY:HARDY,HANK_AND_DORY:DISABLE	SHARD_DAYDREAM_HUNTER,SHARD_OWL_CREST,SHARD_DONT_BAT_AN_EYE	SHARD_HAPPY_MILKSHAKE,SHARD_REEL_OO_DE_LALLY_ARROWS,SHARD_GEORGETTES_BOWL	
31-9	179	4	RED_9	3248	0	CITY_ROOFTOPS_5	SHANK::FALSE,JACK_SKELLINGTON::FALSE,BUZZ::FALSE,JASMINE::FALSE	MAUI,ELASTIGIRL:BACKLINE:FALSE,SOULLESS_DINOSAUR,JASMINE:ENERGY,SOULLESS_TREASURE	[boss]WINNIE_THE_POOH:HEALING,JACK_SKELLINGTON:DOT,SCROOGE_MCDUCK:DAMAGE_STUN,MULAN:HEAL_ON_CRIT,ROBIN_HOOD:CONTROL,RANDALL_BOGGS:TRUE_DMG	SHARD_DONT_BAT_AN_EYE,SHARD_MARIGOLD_PETAL,SHARD_DAYDREAM_HUNTER	SHARD_GEORGETTES_BOWL,SHARD_EXTRACT_OF_LLAMA,SHARD_HAPPY_MILKSHAKE	
31-10	180	4	RED_9	3248	1	CITY_ROOFTOPS_1	SOULLESS_SWORD_F,MOANA::FALSE,SOULLESS_MAGE_F,YAX::FALSE	EEYORE:SKILL4_BUFF:FALSE,CALHOUN::FALSE,MULAN:KNOCKBACK:FALSE,SOULLESS_BUG_F,WOODY::FALSE	[boss]BAYMAX:FREEZE,SALLY:REALITY,WINNIE_THE_POOH:HEALING,JASMINE:ENERGY,HECTOR_BARBOSSA:STUDY,MUSHU:BLIND	SHARD_COFFEE_VOID,SHARD_MARIGOLD_PETAL,SHARD_DAYDREAM_HUNTER	SHARD_IM_LATE,SHARD_EXTRACT_OF_LLAMA,SHARD_HAPPY_MILKSHAKE	
31-11	181	4	RED_9	3248	0	CITY_ROOFTOPS_4	EEYORE::FALSE,OLAF::FALSE,SOULLESS_GLASS_CANNON_F,MIGUEL::FALSE	WINNIE_THE_POOH:HEALING:FALSE,DUKE_CABOOM::FALSE,CALHOUN:SHIELDS:FALSE,BEAST::FALSE,WOODY::FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,SHAN_YU:STUDY,SCROOGE_MCDUCK:DAMAGE_STUN,ROBIN_HOOD:CONTROL,EMPEROR_ZURG:TANK_COUNTER,SYNDROME:SLOW	SHARD_SEWER_SHARK,SHARD_MARIGOLD_PETAL,SHARD_DAYDREAM_HUNTER	SHARD_UNICORN_DREAMS,SHARD_EXTRACT_OF_LLAMA,SHARD_HAPPY_MILKSHAKE	
31-12	181	4	RED_9	3248	0	CITY_ROOFTOPS_7	MAUI::FALSE,DARKWING_DUCK::FALSE,SOULLESS_AUTOTURRET,JESSIE::FALSE	HADES:DOT:FALSE,SOULLESS_SKELETON,SOULLESS_DINOSAUR_F,DUCKY_AND_BUNNY::FALSE,MADAM_MIM::FALSE	[boss]EEYORE:DISABLE_STUN,SHAN_YU:STUDY,SCAR:SPEED,WALL_E:DISABLES,MICKEY_MOUSE:DPS,MUSHU:CRIT	SHARD_DAYDREAM_HUNTER,SHARD_OWL_CREST,SHARD_SEWER_SHARK	SHARD_HAPPY_MILKSHAKE,MOON_ANCHOR,SHARD_UNICORN_DREAMS	
31-13	182	4	RED_9	3248	1	CITY_ROOFTOPS_9	OLAF::FALSE,KIDA::FALSE,WOODY::FALSE,MICKEY_MOUSE::FALSE	SALLY:POISON:FALSE,SOULLESS_GHOUL_N,SCAR::FALSE,RANDALL_BOGGS::FALSE,ANGER::FALSE	[boss]SALLY:REALITY,MERIDA:FIRE,MOANA:JUMP,SYNDROME:STUDY,LINGUINI_AND_REMY:HARDY,WALL_E:DISABLES	SHARD_CAVE_DRAWING,SHARD_OWL_CREST,SHARD_SEWER_SHARK	PIRATES_COMPASS,MOON_ANCHOR,SHARD_UNICORN_DREAMS	
31-14	182	4	RED_9	3248	0	CITY_ROOFTOPS_8	OOGIE_BOOGIE::FALSE,MEGAVOLT::FALSE,SOULLESS_BUG_F,SOULLESS_ONION	SOULLESS_GHOUL_N,TIGGER:KNOCKBACK:FALSE,QUORRA:CRIT,JAFAR::FALSE,GIZMODUCK::FALSE	[boss]SHAN_YU:STUDY,HECTOR_BARBOSSA:STUDY,BAYMAX:FREEZE,ROBIN_HOOD:STEAL,SYNDROME:STUDY,BEAST	SHARD_INNER_BEAUTY,SHARD_OWL_CREST,SHARD_SEWER_SHARK	SHARD_SEADUCK,MOON_ANCHOR,SHARD_UNICORN_DREAMS	
31-15	183	4	RED_9	3248	0	CITY_ROOFTOPS_2	BO_PEEP::FALSE,OLAF::FALSE,JESSIE::FALSE,TIMON_AND_PUMBAA::FALSE	MR_INCREDIBLE:ARMOR_SHREAD:FALSE,SALLY::FALSE,SOULLESS_TREASURE,SHAN_YU::FALSE,SCROOGE_MCDUCK::FALSE	[boss]JUDY_HOPPS:SUPPORT,BELLE:SAP,TRON:ENERGY,RAPUNZEL:SHIELD_COUNTER,TIGGER:ENERGY,KRISTOFF_AND_SVEN:HEAL	SHARD_SEWER_SHARK,SHARD_MARIGOLD_PETAL,SHARD_INNER_BEAUTY	SHARD_UNICORN_DREAMS,SHARD_SHRINK_RAY,SHARD_SEADUCK	
31-16	183	4	RED_9	3248	1	CITY_ROOFTOPS_9	WINNIE_THE_POOH::FALSE,MIKE::FALSE,VIOLET::FALSE,SOULLESS_SWORD_N	HADES:DOT:FALSE,MAUI::FALSE,NICK_WILDE::FALSE,VANELLOPE::FALSE,STITCH::FALSE	[boss]OOGIE_BOOGIE:POWER,GONZO:SPEED_COUNTER,RANDALL_BOGGS:TRUE_DMG,TIGGER:KNOCKBACK,ANGER:DAMAGE_ROLE,DR_FACILIER:SKILL1_BUFF	SHARD_PREHISTORIC_RODENTS,SHARD_MARIGOLD_PETAL,SHARD_INNER_BEAUTY	SHARD_EXTRACT_OF_LLAMA,SHARD_SHRINK_RAY,SHARD_SEADUCK	
31-17	184	4	RED_9	3248	0	CITY_ROOFTOPS_16	MAUI::FALSE,BUZZ::FALSE,MIGUEL::FALSE,URSULA::FALSE	HADES:TANK:FALSE,WINNIE_THE_POOH::FALSE,NICK_WILDE::FALSE,DASH::FALSE,SOULLESS_GLASS_CANNON_F	[boss]EEYORE:DISABLE_STUN,ELASTIGIRL:BACKLINE,JACK_SPARROW:HP,ALADDIN:SPEED,MERLIN:INVISIBLE,MINNIE_MOUSE:STUN	SHARD_BAO,SHARD_MARIGOLD_PETAL,SHARD_INNER_BEAUTY	SHARD_REEL_STONE_GUARDIAN,SHARD_SHRINK_RAY,SHARD_SEADUCK	
31-18	184	4	RED_9	3248	0	CITY_ROOFTOPS_17	SOULLESS_BRUTE,SULLEY::FALSE,SOULLESS_ONION,JASMINE::FALSE	RALPH::FALSE,ELSA:SHIELD:FALSE,ANGER:DOT,YAX::FALSE,FLYNN_RIDER::FALSE	[boss]GENIE:FREEZE,TIMON_AND_PUMBAA:SKILL2,CAPTAIN_HOOK:SAP,MULAN:KNOCKBACK,MEGAVOLT:CONTROL_COUNTER,ELSA:FREEZE	SHARD_INNER_BEAUTY,SHARD_OWL_CREST,SHARD_BAO	SHARD_SEADUCK,CONTINENTAL_BREAKFAST,SHARD_REEL_STONE_GUARDIAN	
31-19	185	4	RED_9	3248	1	CITY_ROOFTOPS_3	REX::FALSE,RALPH::FALSE,DUCKY_AND_BUNNY::FALSE,MERIDA::FALSE	SALLY:POISON:FALSE,ELSA::FALSE,SHAN_YU,ROBIN_HOOD::FALSE,SOULLESS_MAGE_N	[boss]JAFAR:ROLES,MAD_HATTER:SPEED,DUKE_CABOOM,TRON:ENERGY,MINNIE_MOUSE:CHARM,EEYORE:SKILL4_BUFF	SHARD_SCREENSLAVER,SHARD_OWL_CREST,SHARD_BAO	SHARD_CURIOUS_MAZE,CONTINENTAL_BREAKFAST,SHARD_REEL_STONE_GUARDIAN	
32-1	180	4	RED_10	3248	1	BLACK_PEARL_1	SULLEY::FALSE,EMPEROR_ZURG::FALSE,TIA_DALMA::FALSE,MERLIN::FALSE	SHANK:ARMOR:FALSE,SOULLESS_DINOSAUR_F,STITCH,SOULLESS_BUG_F,NICK_WILDE::FALSE	[boss]GOOFY:SHIELD,GONZO:SPEED_COUNTER,BAYMAX:FREEZE,JACK_SPARROW:HP,EVIL_QUEEN:STUN,WALL_E:DISABLES	SHARD_MAD_PURSUIT,SHARD_I_WIN,SHARD_BINGO_IS_HIS_NAMEO	SHARD_PLUCKED_PELICAN,SHARD_SEADUCK,SHARD_MAGIC_MIRROR	
32-2	181	4	RED_10	3248	0	BLACK_PEARL_2	SULLEY::FALSE,DUCKY_AND_BUNNY::FALSE,SOULLESS_CACTUS_F,JUDY_HOPPS::FALSE	OOGIE_BOOGIE::FALSE,ROBIN_HOOD::FALSE,HECTOR_BARBOSSA::FALSE,EVE::FALSE,KEVIN_FLYNN:SHIELD:FALSE	[boss]WINNIE_THE_POOH:HUNNY,ANGER:DOT,SCAR:INVIS,JACK_SPARROW:HP,SHAN_YU:STUDY,MINNIE_MOUSE:CHARM	SHARD_TRUSTY_BIKE,SHARD_I_WIN,SHARD_BINGO_IS_HIS_NAMEO	SHARD_PC_FLYERS,SHARD_SEADUCK,SHARD_MAGIC_MIRROR	
32-3	181	4	RED_10	3248	0	BLACK_PEARL_3	CHIEF_BOGO::FALSE,EVE::FALSE,STITCH::FALSE,SOULLESS_TREASURE	MR_INCREDIBLE::FALSE,SCAR:INVIS:FALSE,KIDA:SKILL1_BUFF,SOULLESS_SPIDER_CONTROL,TIA_DALMA::FALSE	[boss]SULLEY:TEAM_HEAL,MR_INCREDIBLE:ARMOR_SHREAD,JACK_SKELLINGTON:DOT,JASMINE:ENERGY,KIDA:SKILL1_BUFF,LI_SHANG:BLIND	SHARD_I_WIN,SHARD_GOOFBALL_ISLAND,SHARD_TRUSTY_BIKE	SHARD_MAGIC_MIRROR,SHARD_GEORGETTES_BOWL,SHARD_PC_FLYERS	
32-4	182	4	RED_10	3248	1	BLACK_PEARL_2	SOULLESS_SWORD_F,SCROOGE_MCDUCK::FALSE,ELASTIGIRL::FALSE,SOULLESS_FROST_MONSTER	BAYMAX,CHIEF_BOGO::FALSE,SCROOGE_MCDUCK::FALSE,MERLIN::FALSE,MICKEY_MOUSE:DPS:FALSE	[boss]GONZO:SPEED_COUNTER,QUORRA:CRIT,ELSA:FREEZE,SCAR:INVIS,DONALD_DUCK:INVINCIBLE,HIRO:SUMMON	SHARD_SQUEAKER_SQUEAK,SHARD_GOOFBALL_ISLAND,SHARD_TRUSTY_BIKE	SHARD_GREAT_STAR,SHARD_GEORGETTES_BOWL,SHARD_PC_FLYERS	
32-5	182	4	RED_10	3248	0	BLACK_PEARL_3	OLAF::FALSE,RANDALL_BOGGS::FALSE,MOANA::FALSE,DASH::FALSE	SOULLESS_SWORD_F,BO_PEEP::FALSE,SOULLESS_BRUTE,BELLE:SPEED,MALEFICENT::FALSE	[boss]OOGIE_BOOGIE:SCARE,MR_INCREDIBLE:ARMOR_SHREAD,SHAN_YU:SHIELD,MULAN:KNOCKBACK,MADAM_MIM:DAMAGE,MUSHU:CRIT	SHARD_CAT_ON_A_LAPTOP,SHARD_GOOFBALL_ISLAND,SHARD_TRUSTY_BIKE	SHARD_LOVE_BIRDS,SHARD_GEORGETTES_BOWL,SHARD_PC_FLYERS	
32-6	183	4	RED_10	3248	0	BLACK_PEARL_2	RALPH::FALSE,MR_INCREDIBLE::FALSE,NICK_WILDE::FALSE,LAUNCHPAD_MCQUACK::FALSE	MAUI,MERIDA:ICE:FALSE,BUZZ::FALSE,ALADDIN:SPEED,TIGGER::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,SCROOGE_MCDUCK:DAMAGE_STUN,ELSA:FREEZE,QUORRA:CRIT,RANDALL_BOGGS:TRUE_DMG,MULAN:KNOCKBACK	SHARD_TRUSTY_BIKE,SHARD_I_WIN,SHARD_CAT_ON_A_LAPTOP	SHARD_PC_FLYERS,SHARD_HAPPY_MILKSHAKE,SHARD_LOVE_BIRDS	
32-7	183	4	RED_10	3248	1	BLACK_PEARL_1	OLAF::FALSE,CHIEF_BOGO::FALSE,JACK_SPARROW::FALSE,SOULLESS_SPIDER_TANK	GERALD_MARLIN_NEMO:ARMOR:FALSE,REX::FALSE,MISS_PIGGY::FALSE,SOULLESS_SPLASH_N,VANELLOPE::FALSE	[boss]MAUI:BITE,TIGGER:KNOCKBACK,ROBIN_HOOD:CONTROL,MINNIE_MOUSE:CHARM,HANK_AND_DORY:DISABLE,POWERLINE:BLIND	SHARD_FOREST_TREK,SHARD_I_WIN,SHARD_CAT_ON_A_LAPTOP	SHARD_NO_LLAMAS,SHARD_HAPPY_MILKSHAKE,SHARD_LOVE_BIRDS	
32-8	184	4	RED_10	3248	0	BLACK_PEARL_3	GONZO::FALSE,ALADDIN::FALSE,CAT_BURGLAR,SIMBA_AND_NALA::FALSE	SALLY:POISON:FALSE,SOULLESS_AUTOTURRET,QUORRA:CRIT:FALSE,RANDALL_BOGGS::FALSE,FROZONE::FALSE	[boss]GOOFY:SHIELD,GONZO:SPEED_COUNTER,HECTOR_BARBOSSA:STUDY,JACK_SKELLINGTON:DUCK,EMPEROR_ZURG:TANK_COUNTER,MUSHU:CRIT	SHARD_BAO,SHARD_I_WIN,SHARD_CAT_ON_A_LAPTOP	SHARD_MERLINS_BAG,SHARD_HAPPY_MILKSHAKE,SHARD_LOVE_BIRDS	
32-9	184	4	RED_10	3248	0	BLACK_PEARL_1	EEYORE::FALSE,DARKWING_DUCK::FALSE,SOULLESS_ONION,SYNDROME::FALSE	BAYMAX::FALSE,CALHOUN::FALSE,KIDA::FALSE,MERIDA::FALSE,MEGARA:INVINCIBLE:FALSE	[boss]GONZO:SPEED_COUNTER,SALLY:REALITY,QUORRA:CRIT,TIGGER:KNOCKBACK,MINNIE_MOUSE:CHARM,KRISTOFF_AND_SVEN:MOST_WANTED	SHARD_CAT_ON_A_LAPTOP,SHARD_GOOFBALL_ISLAND,SHARD_BAO	SHARD_LOVE_BIRDS,SHARD_BOB,SHARD_MERLINS_BAG	
32-10	185	4	RED_10	3248	1	BLACK_PEARL_2	SOULLESS_SWORD_F,STITCH::FALSE,MADAM_MIM::FALSE,ELSA::FALSE	GOOFY:SHIELD:FALSE,SOULLESS_MAGE_N,ROBIN_HOOD:CONTROL:FALSE,BUZZ::FALSE,SOULLESS_FROST_MONSTER	[boss]HADES:DOT,FELIX:FREEZE,SCROOGE_MCDUCK:DAMAGE_STUN,JACK_SKELLINGTON:DUCK,MAGICA_DE_SPELL:KO_BUFF,URSULA:ENERGY	SHARD_MAD_PURSUIT,SHARD_GOOFBALL_ISLAND,SHARD_BAO	SHARD_BATH_TIME,SHARD_BOB,SHARD_MERLINS_BAG	
32-11	186	4	RED_10	3248	0	BLACK_PEARL_3	SOULLESS_SWORD_N,SOULLESS_BUG_N,TRON::FALSE,MEGARA::FALSE	BAYMAX:FREEZE:FALSE,SOULLESS_SPLASH_N,ANGER:DOT:FALSE,SOULLESS_AUTOTURRET,JOY::FALSE	[boss]GOOFY:SHIELD,EEYORE:DISABLE_STUN,OOGIE_BOOGIE:SCARE,JASMINE:ENERGY,MERIDA:FIRE,WALL_E:DISABLES	SHARD_TEETH_TOUR_79,SHARD_GOOFBALL_ISLAND,SHARD_BAO	SHARD_REEL_KING_OF_BALD_MOUNTAIN,SHARD_BOB,SHARD_MERLINS_BAG	
32-12	186	4	RED_10	3248	0	BLACK_PEARL_2	SHANK::FALSE,SOULLESS_SWORD_F,SIMBA_AND_NALA::FALSE,DR_FACILIER::FALSE	MAUI,MOANA:JUMP:FALSE,EVE::FALSE,EVIL_QUEEN:SPEED,CAT_BURGLAR	[boss]WINNIE_THE_POOH:HUNNY,EVIL_QUEEN:STUN,MADAM_MIM:DAMAGE,EMPEROR_ZURG:TANK_COUNTER,URSULA:ENERGY,TRON:TANK	SHARD_BAO,SHARD_I_WIN,SHARD_TEETH_TOUR_79	SHARD_MERLINS_BAG,SHARD_DIMENSIONAL_SCISSORS,SHARD_REEL_KING_OF_BALD_MOUNTAIN	
32-13	187	4	RED_10	3248	1	BLACK_PEARL_3	SOULLESS_BRUTE,SOULLESS_GLASS_CANNON_F,EVE::FALSE,YAX::FALSE	HADES:DOT:FALSE,BO_PEEP::FALSE,NICK_WILDE::FALSE,STITCH::FALSE,ANGER::FALSE	[boss]GERALD_MARLIN_NEMO:ARMOR,MAUI:HP,ROBIN_HOOD:CONTROL,BELLE:SAP,SYNDROME:STUDY,TIMON_AND_PUMBAA:SKILL2	SHARD_WARNING_CLOCK,SHARD_I_WIN,SHARD_TEETH_TOUR_79	SHARD_THE_PACIFIER,SHARD_DIMENSIONAL_SCISSORS,SHARD_REEL_KING_OF_BALD_MOUNTAIN	
32-14	187	4	RED_10	3248	0	BLACK_PEARL_2	CHIEF_BOGO::FALSE,SOULLESS_SPLASH_N,NICK_WILDE::FALSE,MERIDA::FALSE	OLAF,SULLEY::FALSE,ANGER::FALSE,TIA_DALMA::FALSE,FINNICK:VAN:FALSE	[boss]WALL_E:MAX_ENERGY,CAPTAIN_HOOK:SAP,KIDA:ENERGY,COLETTE:SKILL1_BUFF,POWERLINE:DEBUFF_CLEAR,HANK_AND_DORY:HARDY	SHARD_FIXER_UPPER,SHARD_I_WIN,SHARD_TEETH_TOUR_79	SHARD_REEL_JAR_OF_HUNNY,SHARD_DIMENSIONAL_SCISSORS,SHARD_REEL_KING_OF_BALD_MOUNTAIN	
